IEEE 30 bus test case
0,1.0
1,0.945853658537
2,0.856951219512
3,0.737317073171
4,0.666951219512
5,0.619390243902

IEEE 57 bus test case
0,1.0
1,0.747125
2,0.54975
3,0.4469375
4,0.4243125
5,0.397375
6,0.3938125

IEEE 118 bus test case
0,1.0
1,0.583279569892
2,0.467715053763
3,0.354731182796
4,0.338333333333
5,0.320376344086
6,0.33435483871
7,0.32126344086
8,0.29811827957
9,0.311935483871
10,0.318252688172
11,0.298333333333
12,0.308279569892

IEEE 300 bus test case
0,1.0
1,0.433430656934
2,0.381277372263
3,0.378394160584
4,0.378114355231
5,0.37396593674
6,0.371508515815
7,0.370474452555
8,0.372712895377
9,0.365693430657
10,0.367287104623
11,0.367822384428
12,0.365693430657
13,0.366058394161
14,0.364403892944
15,0.355170316302
16,0.366277372263
17,0.358223844282
18,0.358844282238
19,0.35799270073
20,0.355498783455
21,0.360535279805
22,0.350571776156
23,0.357664233577
24,0.349939172749
25,0.352712895377
26,0.353673965937
27,0.349367396594
28,0.345437956204
29,0.343211678832
30,0.343515815085
